License Number,Business Name,DBA/Trade Name,business_id,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,license_city,license_state,license_zip,complaint_id,created_date,closed_date,complaint_type,descriptor,incident_address,incident_zip,complaint_address_type,status,resolution_description,complaint_count,eviction_count
1250775-DCA,JENUWEN CAR PARK INC.,,BA-1310836-2022,Garage & Parking Lot,Premises,Failed to Renew,08/19/2011,03/31/2025,BROOKLYN,NY,11225,64234157,2025-03-02T09:05:10.000,2025-03-03T16:26:02.000,HEAT/HOT WATER,APARTMENT ONLY,590 FLATBUSH AVENUE,11225,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",7,0
2102288-DCA,"HOOKER, HASHAUN",MAKE A WISH CONSTRUCTION,BA-1310873-2022,Home Improvement Contractor,Premises,Failed to Renew,10/25/2021,02/28/2025,BRONX,NY,10467,,,,,,,,,,,0,2
2058308-2-DCA,K.A.H MANAGEMENT INC,,BA-1311007-2022,Tobacco Retail Dealer,Premises,Expired,09/15/2017,12/31/2024,NEW YORK,NY,10036,64467856,2025-03-26T09:26:00.000,2025-03-26T09:35:00.000,Sewer,Street Flooding (SJ),1568 BROADWAY,10036,ADDRESS,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",3,0
2058141-DCA,Leone Construction Management LLC,,BA-1311011-2022,Home Improvement Contractor,Premises,Active,09/13/2017,02/28/2027,NEW YORK,NY,10004,64365251,2025-03-15T22:58:16.000,,Taxi Complaint,Driver Complaint - Passenger,17 STATE STREET,10004,ADDRESS,In Progress,,11,0
2072002-1-DCA,HEIGHTS TOBACCO AND CANDY INC,,BA-1312049-2022,Electronic Cigarette Dealer,Premises,Active,05/29/2018,11/30/2025,NEW YORK,NY,10033,,,,,,,,,,,0,1
2027329-DCA,"HARRISON, SOLOMON & COLEY, CARL",S & C CONSTRUCTION COMPANY,BA-1312120-2022,Home Improvement Contractor,Premises,Failed to Renew,08/20/2015,02/28/2025,BROOKLYN,NY,11205,,,,,,,,,,,0,1
1050000-DCA,"HENRIQUEZ, MIGUEL",HENRIQUEZ GROCERY,BA-1312227-2022,Tobacco Retail Dealer,Premises,Surrendered,12/05/2000,12/31/2024,NEW YORK,NY,10031,64310813,2025-03-11T00:21:58.000,2025-03-11T00:30:59.000,Noise - Street/Sidewalk,Loud Music/Party,500 WEST  135 STREET,10031,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,22,0
2010656-1-DCA,LIA DELI GROCERY CORP,,BA-1312589-2022,Tobacco Retail Dealer,Premises,Expired,07/15/2014,12/31/2023,NEW YORK,NY,10040,64265601,2025-03-05T08:31:53.000,2025-03-07T16:01:28.000,PLUMBING,BATHTUB/SHOWER,4648 BROADWAY,10040,ADDRESS,Closed,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,14,0
1419920-DCA,KNH GROUP INC.,,BA-1313024-2022,Home Improvement Contractor,Premises,Active,02/17/2012,02/28/2027,Queens,NY,11373,,,,,,,,,,,0,1
2087238-DCA,JESTABER DEVELOPMENT LLC,,BA-1313114-2022,Home Improvement Contractor,Premises,Failed to Renew,06/15/2019,02/28/2025,RIDGEWOOD,NY,11385,64381336,2025-03-17T09:31:36.000,2025-03-17T09:58:03.000,Illegal Parking,Posted Parking Sign Violation,311 ST NICHOLAS AVENUE,11385,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,6,0
2099372-DCA,Ice Age Mechanical Corp.,,BA-1313163-2022,Home Improvement Contractor,Premises,Active,06/11/2021,02/28/2027,BROOKLYN,NY,11232,64223448,2025-03-01T09:07:46.000,2025-03-01T09:23:57.000,Illegal Parking,Commercial Overnight Parking,274 41 STREET,11232,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,4,0
2075229-DCA,"ISSA, F Nadaa",ZAGG AT STATEN ISLAND MALL,BA-1313182-2022,Electronic & Home Appliance Service Dealer,Premises,Expired,07/09/2018,06/30/2024,STATEN ISLAND,NY,10304,64228488,2025-03-01T06:21:41.000,2025-04-07T02:22:23.000,Graffiti,Graffiti,2655 RICHMOND AVENUE,10314,ADDRESS,Closed,,14,0
2096807-DCA,JENNINGS CONTRACTING LLC,,BA-1313378-2022,Home Improvement Contractor,Premises,Expired,10/30/2020,02/28/2023,BROOKLYN,NY,11212,,,,,,,,,,,0,2
1072851-DCA,JOSELIN GROCERY CORP.,,BA-1313617-2022,Tobacco Retail Dealer,Premises,Active,02/26/2001,12/31/2025,BRONX,NY,10453,64192469,2025-02-25T23:03:07.000,2025-02-26T21:35:23.000,HEAT/HOT WATER,APARTMENT ONLY,2238 MORRIS AVENUE,10453,ADDRESS,Closed,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,14,7
2075341-DCA,Lion Renovations Inc,,BA-1313725-2022,Home Improvement Contractor,Premises,Active,07/10/2018,02/28/2027,BROOKLYN,NY,11229,64361529,2025-03-15T21:59:12.000,2025-03-17T17:25:53.000,HEAT/HOT WATER,APARTMENT ONLY,2258 OCEAN AVENUE,11229,ADDRESS,Closed,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",3,0
1344879-DCA,LOANSRUS LTD.,,BA-1313982-2022,Secondhand Dealer - General,Premises,Ready for Renewal,02/10/2010,07/31/2025,NEW YORK,NY,10029,64254905,2025-03-04T13:02:26.000,2025-03-31T12:24:47.000,Consumer Complaint,Pawnbroker,156 EAST  116 STREET,10029,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,28,0
2103955-DCA,"KABBA, ABDULAI",,BA-1314096-2022,Pedicab Business,Premises,Expired,02/15/2022,11/01/2023,BRONX,NY,10454,64218082,2025-02-28T06:34:45.000,2025-02-28T07:15:35.000,Illegal Parking,Posted Parking Sign Violation,215 ALEXANDER AVENUE,10454,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2,2
2061056-2-DCA,GIFTS OF AMERICA INC,GIFT SHOP AT PARK LANE HOTEL,BA-1314285-2022,Tobacco Retail Dealer,Premises,Expired,11/17/2017,12/31/2024,NEW YORK,NY,10019,64451749,2025-03-24T12:17:39.000,,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,36 CENTRAL PARK SOUTH,10019,ADDRESS,In Progress,,4,0
2031255-DCA,JOY'S DELI GROCERY CORP.,,BA-1314333-2022,Stoop Line Stand,Premises,Active,12/10/2015,03/31/2026,BRONX,NY,10456,64286899,2025-03-07T09:20:00.000,2025-03-07T11:16:09.000,Encampment,,1400 GRAND CONCOURSE,10456,ADDRESS,Closed,The Police Department visited the location and no Encampment was found.,12,4
2045422-DCA,JD TECH SOLUTIONS INC.,,BA-1314341-2022,Secondhand Dealer - General,Premises,Ready for Renewal,11/09/2016,07/31/2025,BRONX,NY,10467,,,,,,,,,,,0,4
2096103-DCA,"IMOBILE OF NY, LLC",,BA-1314739-2022,Electronics Store,Premises,Expired,07/31/2020,12/31/2022,STATEN ISLAND,NY,10304,64228488,2025-03-01T06:21:41.000,2025-04-07T02:22:23.000,Graffiti,Graffiti,2655 RICHMOND AVENUE,10314,ADDRESS,Closed,,14,0
2042716-DCA,IZZY'S IREPAIR INC,,BA-1314886-2022,Secondhand Dealer - General,Premises,Ready for Renewal,08/22/2016,07/31/2025,BRONX,NY,10452,64185858,2025-02-25T13:04:24.000,2025-03-17T07:03:24.000,UNSANITARY CONDITION,PESTS,1215 GRAND CONCOURSE,10452,ADDRESS,Closed,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,18,4
2029027-DCA,GOOD LUCK CELLULAR PHONE INC,,BA-1314920-2022,Electronics Store,Premises,Active,10/01/2015,12/31/2026,NEW YORK,NY,10002,,,,,,,,,,,0,1
1231149-DCA,"HILARY GARDENS GARAGE CO., LLC",,BA-1315187-2022,Garage & Parking Lot,Premises,Active,06/22/2006,03/31/2027,NEW YORK,NY,10003,64549423,2025-04-03T17:33:04.000,2025-04-04T15:20:28.000,Residential Disposal Complaint,Waste Not Separated,300 MERCER STREET,10003,ADDRESS,Closed,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,1,1
2038841-1-DCA,GWQ ROEBLING FOOD CORP,BROOKLYN BODEGA,BA-1315388-2022,Tobacco Retail Dealer,Premises,Revoked,06/09/2016,12/31/2023,BROOKLYN,NY,11211,64217719,2025-02-28T13:14:39.000,2025-03-05T08:32:34.000,Sidewalk Condition,Sidewalk Grating - Defective,340 ROEBLING STREET,11211,ADDRESS,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",3,0
1367249-DCA,LAJAN CORP.,,BA-1315733-2022,Tobacco Retail Dealer,Premises,Expired,08/18/2010,12/31/2023,NEW YORK,NY,10153,64195725,2025-02-26T10:35:03.000,,Mobile Food Vendor,Equipment,767 5 AVENUE,10153,ADDRESS,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. The facility will receive an inspection from the Bureau of Food Safety and Community Sanitation. Inspection results are not published.,35,0
2073052-1-DCA,"HUDSON GROUP (HG) RETAIL, LLC",Hudson,BA-1316031-2022,Electronic Cigarette Dealer,Premises,Active,06/11/2018,11/30/2025,NEW YORK,NY,10018,64199070,2025-02-26T18:21:14.000,,Taxi Complaint,Driver Complaint - Non Passenger,625 8 AVENUE,10018,ADDRESS,In Progress,,24,0
1274366-DCA,H. & L. CONSTRUCTION USA INC.,,BA-1316082-2022,Home Improvement Contractor,Premises,Active,12/17/2007,02/28/2027,STATEN ISLAND,NY,10306,,,,,,,,,,,0,1
2089374-2-DCA,L AND R DELI GROCERY INC,,BA-1316187-2022,Tobacco Retail Dealer,Premises,Revoked,08/09/2019,12/31/2022,BROOKLYN,NY,11213,64273783,2025-03-06T10:13:01.000,2025-03-06T10:13:01.000,Rodent,Rat Sighting,234 TROY AVENUE,11213,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,1,1
1356918-DCA,LIBERTY GENERAL CONSTRUCTION NY INC.,,BA-1316369-2022,Home Improvement Contractor,Premises,Active,06/02/2010,02/28/2027,BROOKLYN,NY,11237,64298531,2025-03-07T12:25:06.000,2025-03-20T10:50:44.000,UNSANITARY CONDITION,MOLD,225 IRVING AVENUE,11237,ADDRESS,Closed,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,9,0
2096121-DCA,Horizon Mobile Tech Inc,,BA-1316600-2022,Electronics Store,Premises,Expired,08/03/2020,12/31/2022,BRONX,NY,10460,64363198,2025-03-16T00:33:13.000,2025-03-16T05:35:03.000,Noise - Residential,Loud Music/Party,985 EAST  174 STREET,10460,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,5,0
1414616-DCA,"LOMA DELI MARKET, INC.",,BA-1316908-2022,Tobacco Retail Dealer,Premises,Expired,12/02/2011,12/31/2022,NEW YORK,NY,10009,64302138,2025-03-09T14:13:32.000,2025-03-09T15:07:47.000,Noise - Street/Sidewalk,Loud Music/Party,133 AVENUE D,10009,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,7,0
2074647-1-DCA,J&J ISLAND GROCERY INC,,BA-1316959-2022,Electronic Cigarette Dealer,Premises,Active,06/28/2018,11/30/2025,STATEN ISLAND,NY,10314,64229739,2025-03-01T12:58:16.000,2025-03-06T15:17:21.000,Consumer Complaint,"Bodega, Deli, or Convenience Store",1650 RICHMOND AVENUE,10314,ADDRESS,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",3,0
2029718-DCA,I FIX SCREENS NYC LLC,IFIXSCREENS.COM,BA-1317035-2022,Electronic & Home Appliance Service Dealer,Premises,Active,10/22/2015,06/30/2026,BROOKLYN,NY,11211,,,,,,,,,,,0,1
2100672-DCA,LL CONSTRUCTION GROUP INC,,BA-1317119-2022,Home Improvement Contractor,Premises,Failed to Renew,08/05/2021,02/28/2025,BROOKLYN,NY,11218,64191146,2025-02-25T23:45:40.000,2025-02-26T22:51:38.000,HEAT/HOT WATER,ENTIRE BUILDING,45 TEHAMA STREET,11218,ADDRESS,Closed,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,41,0
2027318-2-DCA,IDREES DELI ON THE BAY CORP,,BA-1317357-2022,Tobacco Retail Dealer,Premises,Active,08/19/2015,12/31/2026,BROOKLYN,NY,11235,64532515,2025-04-02T08:34:44.000,2025-04-17T07:10:13.000,DOOR/WINDOW,WINDOW FRAME,3191 EMMONS AVENUE,11235,ADDRESS,Closed,An HPD Inspector was not able to gain access to inspect this complaint. The Inspector left a card at the time of the inspection and a letter was sent from HPD after the inspection attempt to encourage you to call to schedule an inspection. HPD did not receive a timely response from you and the complaint has been closed. Please submit a new service request with 311 if the condition still exists.,7,4
1093320-DCA,LITTLE M. CORP,,BA-1317536-2022,Tobacco Retail Dealer,Premises,Active,09/26/2001,12/31/2026,NEW YORK,NY,10016,64235043,2025-03-02T16:21:15.000,2025-03-02T21:32:05.000,Illegal Parking,Posted Parking Sign Violation,118 LEXINGTON AVENUE,10016,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,4,0
1281402-DCA,KENNEDY CONSTRUCTION SERVICES LLC,,BA-1317544-2022,Home Improvement Contractor,Premises,Active,04/08/2008,02/28/2027,BROOKLYN,NY,11249,64652718,2025-04-14T20:26:22.000,2025-04-15T21:02:22.000,HEAT/HOT WATER,ENTIRE BUILDING,302 BEDFORD AVENUE,11249,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",8,0
2095254-DCA,Good Guys Mechanical Inc,,BA-1318092-2022,Home Improvement Contractor,Premises,Expired,03/11/2020,02/28/2023,BROOKLYN,NY,11220,64201223,2025-02-26T17:20:00.000,2025-02-26T20:00:00.000,Hazardous Materials,Chemical Odor (HD1),260 65 STREET,11220,ADDRESS,Closed,,64,0
2028693-DCA,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,BA-1318507-2022,Garage & Parking Lot,Premises,Expired,09/22/2015,03/31/2023,NEW YORK,NY,10065,64390437,2025-03-18T20:43:01.000,2025-03-18T21:07:06.000,Illegal Parking,Posted Parking Sign Violation,265 EAST   66 STREET,10065,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,7,0
1251102-DCA,JENUWEN CAR PARK INC.,,BA-1318563-2022,Garage & Parking Lot,Premises,Failed to Renew,08/19/2011,03/31/2025,BROOKLYN,NY,11225,64191123,2025-02-25T20:48:55.000,2025-02-26T16:16:43.000,HEAT/HOT WATER,APARTMENT ONLY,580 FLATBUSH AVENUE,11225,ADDRESS,Closed,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",45,0
2095585-DCA,Grovensor Supply Corp,,BA-1318572-2022,Dealer In Products For The Disabled,Premises,Failed to Renew,03/31/2020,03/15/2025,BROOKLYN,NY,11229,64248221,2025-03-03T09:08:32.000,2025-03-04T20:10:08.000,HEAT/HOT WATER,APARTMENT ONLY,1820 EAST   13 STREET,11229,ADDRESS,Closed,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,9,0
2034864-DCA,IMPARK 302 LLC,,BA-1318852-2022,Garage & Parking Lot,Premises,Active,03/23/2016,03/31/2027,BROOKLYN,NY,11215,64281341,2025-03-07T11:13:39.000,,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,302 2 STREET,11215,ADDRESS,In Progress,,5,0
2012638-DCA,ILAND GROUP INC,,BA-1319026-2022,Electronic & Home Appliance Service Dealer,Premises,Active,08/28/2014,06/30/2026,BRONX,NY,10462,64266448,2025-03-05T01:41:26.000,2025-03-05T03:54:24.000,Noise - Commercial,Loud Music/Party,716 MORRIS PARK AVENUE,10462,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,3,0
0367661-DCA,JAY B. REALTY CORPORATION,,BA-1319133-2022,Garage & Parking Lot,Premises,Surrendered,03/11/1997,03/31/2025,NEW YORK,NY,10019,64372804,2025-03-16T10:18:55.000,2025-03-16T11:00:05.000,Encampment,,354 WEST   52 STREET,10019,ADDRESS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,4,0
